chrom	start	end	gene	strand	left_gene	left_gene_relationship	left_gene_dist	right_gene	right_gene_relationship	right_gene_dist
chr2	168384	169338	YBL027W	+	YBL028C	diverging	584	YBL026W	sequential	1246
chr2	170584	171000	YBL026W	+	YBL027W	sequential	1246	YBL025W	sequential	442
chr2	171442	171880	YBL025W	+	YBL026W	sequential	442	YBL024W	sequential	615
chr2	172495	174550	YBL024W	+	YBL025W	sequential	615	YBL023C	converging	331
chr2	174881	177488	YBL023C	-	YBL024W	converging	331	YBL022C	sequential	347
chr2	177835	181237	YBL022C	-	YBL023C	sequential	347	YBL021C	sequential	384
chr2	181621	182056	YBL021C	-	YBL022C	sequential	384	YBL020W	diverging	306
chr2	182362	184087	YBL020W	+	YBL021C	diverging	306	YBL019W	sequential	227
chr2	184314	185877	YBL019W	+	YBL020W	sequential	227	YBL018C	converging	82
chr2	185959	186436	YBL018C	-	YBL019W	converging	82	YBL017C	sequential	369
chr2	186805	191545	YBL017C	-	YBL018C	sequential	369	YBL016W	diverging	867
chr2	192412	193474	YBL016W	+	YBL017C	diverging	867	YBL015W	sequential	609
chr2	194083	195664	YBL015W	+	YBL016W	sequential	609	YBL014C	converging	3361
chr2	199025	201710	YBL014C	-	YBL015W	converging	3361	YBL013W	diverging	307
chr2	202017	203199	YBL013W	+	YBL014C	diverging	307	YBL011W	sequential	299
chr2	203498	205778	YBL011W	+	YBL013W	sequential	299	YBL010C	converging	289
chr2	206067	206910	YBL010C	-	YBL011W	converging	289	YBL009W	diverging	244
chr2	207154	209185	YBL009W	+	YBL010C	diverging	244	YBL008W-A	sequential	184
chr2	209369	209609	YBL008W-A	+	YBL009W	sequential	184	YBL008W	sequential	4
chr2	209613	212136	YBL008W	+	YBL008W-A	sequential	4	YBL007C	converging	456
chr2	212592	216327	YBL007C	-	YBL008W	converging	456	YBL006C	sequential	326
chr2	216653	217091	YBL006C	-	YBL007C	sequential	326	YBL005W	diverging	340
chr2	217431	220362	YBL005W	+	YBL006C	diverging	340	YBL004W	sequential	7235
chr2	227597	235079	YBL004W	+	YBL005W	sequential	7235	YBL003C	converging	276
chr2	235355	235754	YBL003C	-	YBL004W	converging	276	YBL002W	diverging	699
chr2	236453	236849	YBL002W	+	YBL003C	diverging	699	YBL001C	converging	264
chr2	237113	237428	YBL001C	-	YBL002W	converging	264	YBR001C	sequential	1473
chr2	238901	241244	YBR001C	-	YBL001C	sequential	1473	YBR002C	sequential	424
chr2	241668	242529	YBR002C	-	YBR001C	sequential	424	YBR003W	diverging	240
chr2	242769	244191	YBR003W	+	YBR002C	diverging	240	YBR004C	converging	135
chr2	244326	245628	YBR004C	-	YBR003W	converging	135	YBR005W	diverging	238
chr2	245866	246508	YBR005W	+	YBR004C	diverging	238	YBR006W	sequential	462
chr2	246970	248464	YBR006W	+	YBR005W	sequential	462	YBR007C	converging	301
chr2	248765	250976	YBR007C	-	YBR006W	converging	301	YBR008C	sequential	1546
chr2	252522	254169	YBR008C	-	YBR007C	sequential	1546	YBR009C	sequential	1160
chr2	255329	255641	YBR009C	-	YBR008C	sequential	1160	YBR010W	diverging	646
chr2	256287	256698	YBR010W	+	YBR009C	diverging	646	YBR011C	converging	370
chr2	257068	257932	YBR011C	-	YBR010W	converging	370	YBR013C	sequential	7516
chr2	265448	265838	YBR013C	-	YBR011C	sequential	7516	YBR014C	sequential	845
chr2	266683	267295	YBR014C	-	YBR013C	sequential	845	YBR015C	sequential	373
chr2	267668	269462	YBR015C	-	YBR014C	sequential	373	YBR016W	diverging	743
chr2	270205	270592	YBR016W	+	YBR015C	diverging	743	YBR017C	converging	313
chr2	270905	273662	YBR017C	-	YBR016W	converging	313	YBR018C	sequential	723
chr2	274385	275486	YBR018C	-	YBR017C	sequential	723	YBR019C	sequential	725
chr2	276211	278311	YBR019C	-	YBR018C	sequential	725	YBR020W	diverging	668
chr2	278979	280566	YBR020W	+	YBR019C	diverging	668	YBR021W	sequential	835
chr2	281401	283303	YBR021W	+	YBR020W	sequential	835	YBR022W	sequential	393
chr2	283696	284230	YBR022W	+	YBR021W	sequential	393	YBR023C	converging	156
chr2	284386	287884	YBR023C	-	YBR022W	converging	156	YBR024W	diverging	1519
chr2	289403	290309	YBR024W	+	YBR023C	diverging	1519	YBR025C	converging	330
chr2	290639	291824	YBR025C	-	YBR024W	converging	330	YBR026C	sequential	1011
chr2	292835	293978	YBR026C	-	YBR025C	sequential	1011	YBR028C	sequential	405
chr2	294383	295961	YBR028C	-	YBR026C	sequential	405	YBR029C	sequential	366
chr2	296327	297701	YBR029C	-	YBR028C	sequential	366	YBR030W	diverging	549
chr2	298250	299909	YBR030W	+	YBR029C	diverging	549	YBR031W	sequential	215
chr2	300124	301213	YBR031W	+	YBR030W	sequential	215	YBR033W	sequential	689
chr2	301902	304662	YBR033W	+	YBR031W	sequential	689	YBR034C	converging	226
chr2	304888	305935	YBR034C	-	YBR033W	converging	226	YBR035C	sequential	292
chr2	306227	306914	YBR035C	-	YBR034C	sequential	292	YBR036C	sequential	2125
chr2	309039	310272	YBR036C	-	YBR035C	sequential	2125	YBR037C	sequential	250
chr2	310522	311410	YBR037C	-	YBR036C	sequential	250	YBR038W	diverging	445
chr2	311855	314747	YBR038W	+	YBR037C	diverging	445	YBR039W	sequential	786
chr2	315533	316469	YBR039W	+	YBR038W	sequential	786	YBR040W	sequential	457
chr2	316926	317823	YBR040W	+	YBR039W	sequential	457	YBR041W	sequential	401
chr2	318224	320096	YBR041W	+	YBR040W	sequential	401	YBR042C	converging	280
chr2	320376	321570	YBR042C	-	YBR041W	converging	280	YBR043C	sequential	266
chr2	321836	323906	YBR043C	-	YBR042C	sequential	266	YBR044C	sequential	391
chr2	324297	326019	YBR044C	-	YBR043C	sequential	391	YBR045C	sequential	2310
chr2	328329	330051	YBR045C	-	YBR044C	sequential	2310	YBR046C	sequential	414
chr2	330465	331470	YBR046C	-	YBR045C	sequential	414	YBR047W	diverging	321
chr2	331791	332319	YBR047W	+	YBR046C	diverging	321	YBR048W	sequential	470
chr2	332789	333771	YBR048W	+	YBR047W	sequential	470	YBR049C	converging	573
chr2	334344	336777	YBR049C	-	YBR048W	converging	573	YBR050C	sequential	364
chr2	337141	338158	YBR050C	-	YBR049C	sequential	364	YBR052C	sequential	520
chr2	338678	339311	YBR052C	-	YBR050C	sequential	520	YBR053C	sequential	322
chr2	339633	340710	YBR053C	-	YBR052C	sequential	322	YBR054W	diverging	2349
chr2	343059	344094	YBR054W	+	YBR053C	diverging	2349	YBR055C	converging	466
chr2	344560	347260	YBR055C	-	YBR054W	converging	466	YBR056W	diverging	577
chr2	347837	349343	YBR056W	+	YBR055C	diverging	577	YBR056W-A	sequential	1870
chr2	351213	351414	YBR056W-A	+	YBR056W	sequential	1870	YBR057C	converging	737
chr2	352151	353252	YBR057C	-	YBR056W-A	converging	737	YBR058C	sequential	378
chr2	353630	355976	YBR058C	-	YBR057C	sequential	378	YBR058C-A	sequential	306
chr2	356282	356525	YBR058C-A	-	YBR058C	sequential	306	YBR059C	sequential	294
chr2	356819	360146	YBR059C	-	YBR058C-A	sequential	294	YBR060C	sequential	464
chr2	360610	362473	YBR060C	-	YBR059C	sequential	464	YBR061C	sequential	2272
chr2	364745	365678	YBR061C	-	YBR060C	sequential	2272	YBR062C	sequential	256
chr2	365934	366282	YBR062C	-	YBR061C	sequential	256	YBR063C	sequential	647
chr2	366929	368144	YBR063C	-	YBR062C	sequential	647	YBR065C	sequential	399
chr2	368543	369638	YBR065C	-	YBR063C	sequential	399	YBR066C	sequential	358
chr2	369996	370659	YBR066C	-	YBR065C	sequential	358	YBR067C	sequential	1402
chr2	372061	372694	YBR067C	-	YBR066C	sequential	1402	YBR068C	sequential	1125
chr2	373819	375649	YBR068C	-	YBR067C	sequential	1125	YBR069C	sequential	883
chr2	376532	378392	YBR069C	-	YBR068C	sequential	883	YBR070C	sequential	787
chr2	379179	379893	YBR070C	-	YBR069C	sequential	787	YBR071W	diverging	476
chr2	380369	381005	YBR071W	+	YBR070C	diverging	476	YBR072W	sequential	983
chr2	381988	382633	YBR072W	+	YBR071W	sequential	983	YBR072C-A	converging	183
chr2	382816	382978	YBR072C-A	-	YBR072W	converging	183	YBR073W	diverging	192
chr2	383170	385945	YBR073W	+	YBR072C-A	diverging	192	YBR074W	sequential	297
chr2	386242	389173	YBR074W	+	YBR073W	sequential	297	YBR076W	sequential	1157
chr2	390330	391350	YBR076W	+	YBR074W	sequential	1157	YBR077C	converging	410
chr2	391760	392249	YBR077C	-	YBR076W	converging	410	YBR078W	diverging	830
chr2	393079	394816	YBR078W	+	YBR077C	diverging	830	YBR079C	converging	522
chr2	395338	398233	YBR079C	-	YBR078W	converging	522	YBR080C	sequential	336
chr2	398569	400846	YBR080C	-	YBR079C	sequential	336	YBR081C	sequential	362
chr2	401208	405207	YBR081C	-	YBR080C	sequential	362	YBR082C	sequential	1376
chr2	406583	407125	YBR082C	-	YBR081C	sequential	1376	YBR083W	diverging	1999
chr2	409124	410585	YBR083W	+	YBR082C	diverging	1999	YBR084W	sequential	424
chr2	411009	413937	YBR084W	+	YBR083W	sequential	424	YBR084C-A	converging	204
chr2	414141	415217	YBR084C-A	-	YBR084W	converging	204	YBR085W	diverging	721
chr2	415938	416862	YBR085W	+	YBR084C-A	diverging	721	YBR085C-A	converging	2000
chr2	418862	419120	YBR085C-A	-	YBR085W	converging	2000	YBR086C	sequential	1036
chr2	420156	422997	YBR086C	-	YBR085C-A	sequential	1036	YBR087W	diverging	723
chr2	423720	424785	YBR087W	+	YBR086C	diverging	723	YBR088C	converging	160
chr2	424945	425722	YBR088C	-	YBR087W	converging	160	YBR089C-A	sequential	423
chr2	426145	426445	YBR089C-A	-	YBR088C	sequential	423	YBR090C	overlapping	-157
chr2	426288	427014	YBR090C	-	YBR089C-A	overlapping	-157	YBR091C	sequential	96
chr2	427110	427440	YBR091C	-	YBR090C	sequential	96	YBR092C	sequential	213
chr2	427653	429057	YBR092C	-	YBR091C	sequential	213	YBR093C	sequential	446
chr2	429503	430907	YBR093C	-	YBR092C	sequential	446	YBR094W	diverging	1084
chr2	431991	434253	YBR094W	+	YBR093C	diverging	1084	YBR095C	converging	108
chr2	434361	435654	YBR095C	-	YBR094W	converging	108	YBR096W	diverging	322
chr2	435976	436669	YBR096W	+	YBR095C	diverging	322	YBR097W	sequential	237
chr2	436906	441271	YBR097W	+	YBR096W	sequential	237	YBR098W	sequential	199
chr2	441470	443546	YBR098W	+	YBR097W	sequential	199	YBR101C	converging	230
chr2	443776	444649	YBR101C	-	YBR098W	converging	230	YBR102C	sequential	368
chr2	445017	447279	YBR102C	-	YBR101C	sequential	368	YBR103W	diverging	385
chr2	447664	449272	YBR103W	+	YBR102C	diverging	385	YBR104W	sequential	350
chr2	449622	450612	YBR104W	+	YBR103W	sequential	350	YBR105C	converging	224
chr2	450836	451925	YBR105C	-	YBR104W	converging	224	YBR106W	diverging	688
chr2	452613	453180	YBR106W	+	YBR105C	diverging	688	YBR107C	converging	568
chr2	453748	454486	YBR107C	-	YBR106W	converging	568	YBR108W	diverging	291
chr2	454777	457324	YBR108W	+	YBR107C	diverging	291	YBR109C	converging	549
chr2	457873	458317	YBR109C	-	YBR108W	converging	549	YBR110W	diverging	509
chr2	458826	460176	YBR110W	+	YBR109C	diverging	509	YBR111C	converging	956
chr2	461132	461828	YBR111C	-	YBR110W	converging	956	YBR111W-A	diverging	265
chr2	462093	462392	YBR111W-A	+	YBR111C	diverging	265	YBR112C	converging	432
chr2	462824	465725	YBR112C	-	YBR111W-A	converging	432	YBR114W	diverging	1477
chr2	467202	469575	YBR114W	+	YBR112C	diverging	1477	YBR115C	converging	127
chr2	469702	473881	YBR115C	-	YBR114W	converging	127	YBR117C	sequential	465
chr2	474346	476392	YBR117C	-	YBR115C	sequential	465	YBR118W	diverging	1233
chr2	477625	479002	YBR118W	+	YBR117C	diverging	1233	YBR119W	sequential	290
chr2	479292	480278	YBR119W	+	YBR118W	sequential	290	YBR120C	converging	111
chr2	480389	480878	YBR120C	-	YBR119W	converging	111	YBR121C	sequential	440
chr2	481318	483322	YBR121C	-	YBR120C	sequential	440	YBR122C	sequential	602
chr2	483924	484458	YBR122C	-	YBR121C	sequential	602	YBR123C	sequential	238
chr2	484696	486646	YBR123C	-	YBR122C	sequential	238	YBR125C	sequential	507
chr2	487153	488335	YBR125C	-	YBR123C	sequential	507	YBR126C	sequential	524
chr2	488859	490347	YBR126C	-	YBR125C	sequential	524	YBR127C	sequential	876
chr2	491223	492777	YBR127C	-	YBR126C	sequential	876	YBR128C	sequential	258
chr2	493035	494070	YBR128C	-	YBR127C	sequential	258	YBR129C	sequential	237
chr2	494307	495294	YBR129C	-	YBR128C	sequential	237	YBR130C	sequential	252
chr2	495546	496824	YBR130C	-	YBR129C	sequential	252	YBR131W	diverging	293
chr2	497117	499232	YBR131W	+	YBR130C	diverging	293	YBR132C	converging	374
chr2	499606	501397	YBR132C	-	YBR131W	converging	374	YBR133C	sequential	361
chr2	501758	504242	YBR133C	-	YBR132C	sequential	361	YBR135W	diverging	566
chr2	504808	505261	YBR135W	+	YBR133C	diverging	566	YBR136W	sequential	361
chr2	505622	512729	YBR136W	+	YBR135W	sequential	361	YBR137W	sequential	269
chr2	512998	513538	YBR137W	+	YBR136W	sequential	269	YBR138C	converging	178
chr2	513716	515291	YBR138C	-	YBR137W	converging	178	YBR139W	diverging	327
chr2	515618	517145	YBR139W	+	YBR138C	diverging	327	YBR140C	converging	159
chr2	517304	526583	YBR140C	-	YBR139W	converging	159	YBR141C	sequential	396
chr2	526979	527993	YBR141C	-	YBR140C	sequential	396	YBR142W	diverging	278
chr2	528271	530593	YBR142W	+	YBR141C	diverging	278	YBR143C	converging	230
chr2	530823	532137	YBR143C	-	YBR142W	converging	230	YBR145W	diverging	1579
chr2	533716	534772	YBR145W	+	YBR143C	diverging	1579	YBR146W	sequential	442
chr2	535214	536051	YBR146W	+	YBR145W	sequential	442	YBR147W	sequential	478
chr2	536529	537420	YBR147W	+	YBR146W	sequential	478	YBR148W	sequential	410
chr2	537830	539660	YBR148W	+	YBR147W	sequential	410	YBR149W	sequential	281
chr2	539941	540976	YBR149W	+	YBR148W	sequential	281	YBR150C	converging	187
chr2	541163	544448	YBR150C	-	YBR149W	converging	187	YBR151W	diverging	534
chr2	544982	545933	YBR151W	+	YBR150C	diverging	534	YBR152W	sequential	397
chr2	546330	547206	YBR152W	+	YBR151W	sequential	397	YBR153W	sequential	208
chr2	547414	548149	YBR153W	+	YBR152W	sequential	208	YBR154C	converging	167
chr2	548316	548964	YBR154C	-	YBR153W	converging	167	YBR155W	diverging	761
chr2	549725	550883	YBR155W	+	YBR154C	diverging	761	YBR156C	converging	175
chr2	551058	553155	YBR156C	-	YBR155W	converging	175	YBR157C	sequential	788
chr2	553943	554264	YBR157C	-	YBR156C	sequential	788	YBR158W	diverging	2238
chr2	556502	558152	YBR158W	+	YBR157C	diverging	2238	YBR159W	sequential	486
chr2	558638	559682	YBR159W	+	YBR158W	sequential	486	YBR160W	sequential	349
chr2	560031	560928	YBR160W	+	YBR159W	sequential	349	YBR161W	sequential	660
chr2	561588	562719	YBR161W	+	YBR160W	sequential	660	YBR162C	converging	438
chr2	563157	564525	YBR162C	-	YBR161W	converging	438	YBR162W-A	diverging	660
chr2	565185	565383	YBR162W-A	+	YBR162C	diverging	660	YBR163W	sequential	294
chr2	565677	567435	YBR163W	+	YBR162W-A	sequential	294	YBR164C	converging	394
chr2	567829	568381	YBR164C	-	YBR163W	converging	394	YBR165W	diverging	425
chr2	568806	569640	YBR165W	+	YBR164C	diverging	425	YBR166C	converging	156
chr2	569796	571155	YBR166C	-	YBR165W	converging	156	YBR167C	sequential	267
chr2	571422	571845	YBR167C	-	YBR166C	sequential	267	YBR168W	diverging	480
chr2	572325	573567	YBR168W	+	YBR167C	diverging	480	YBR169C	converging	302
chr2	573869	575951	YBR169C	-	YBR168W	converging	302	YBR170C	sequential	347
chr2	576298	578041	YBR170C	-	YBR169C	sequential	347	YBR171W	diverging	277
chr2	578318	578939	YBR171W	+	YBR170C	diverging	277	YBR172C	converging	165
chr2	579104	581327	YBR172C	-	YBR171W	converging	165	YBR173C	sequential	353
chr2	581680	582127	YBR173C	-	YBR172C	sequential	353	YBR175W	diverging	235
chr2	582362	583310	YBR175W	+	YBR173C	diverging	235	YBR176W	sequential	364
chr2	583674	584613	YBR176W	+	YBR175W	sequential	364	YBR177C	converging	148
chr2	584761	586117	YBR177C	-	YBR176W	converging	148	YBR179C	sequential	384
chr2	586501	589069	YBR179C	-	YBR177C	sequential	384	YBR180W	diverging	626
chr2	589695	591414	YBR180W	+	YBR179C	diverging	626	YBR181C	converging	252
chr2	591666	592729	YBR181C	-	YBR180W	converging	252	YBR182C	sequential	731
chr2	593460	594819	YBR182C	-	YBR181C	sequential	731	YBR182C-A	sequential	496
chr2	595315	595510	YBR182C-A	-	YBR182C	sequential	496	YBR183W	diverging	559
chr2	596069	597020	YBR183W	+	YBR182C-A	diverging	559	YBR184W	sequential	297
chr2	597317	598889	YBR184W	+	YBR183W	sequential	297	YBR185C	converging	188
chr2	599077	599914	YBR185C	-	YBR184W	converging	188	YBR186W	diverging	593
chr2	600507	602315	YBR186W	+	YBR185C	diverging	593	YBR187W	sequential	273
chr2	602588	603431	YBR187W	+	YBR186W	sequential	273	YBR188C	converging	208
chr2	603639	604062	YBR188C	-	YBR187W	converging	208	YBR189W	diverging	400
chr2	604462	605463	YBR189W	+	YBR188C	diverging	400	YBR191W	sequential	761
chr2	606224	607095	YBR191W	+	YBR189W	sequential	761	YBR192W	sequential	511
chr2	607606	608740	YBR192W	+	YBR191W	sequential	511	YBR193C	converging	296
chr2	609036	609708	YBR193C	-	YBR192W	converging	296	YBR194W	diverging	284
chr2	609992	610364	YBR194W	+	YBR193C	diverging	284	YBR195C	converging	204
chr2	610568	611837	YBR195C	-	YBR194W	converging	204	YBR196C	sequential	353
chr2	612190	613855	YBR196C	-	YBR195C	sequential	353	YBR196C-A	sequential	123
chr2	613978	614128	YBR196C-A	-	YBR196C	sequential	123	YBR196C-B	sequential	352
chr2	614480	614585	YBR196C-B	-	YBR196C-A	sequential	352	YBR197C	sequential	572
chr2	615157	615811	YBR197C	-	YBR196C-B	sequential	572	YBR198C	sequential	270
chr2	616081	618478	YBR198C	-	YBR197C	sequential	270	YBR199W	diverging	385
chr2	618863	620258	YBR199W	+	YBR198C	diverging	385	YBR200W	sequential	568
chr2	620826	622482	YBR200W	+	YBR199W	sequential	568	YBR200W-A	sequential	455
chr2	622937	623102	YBR200W-A	+	YBR200W	sequential	455	YBR201W	sequential	429
chr2	623531	624167	YBR201W	+	YBR200W-A	sequential	429	YBR202W	sequential	1559
chr2	625726	628264	YBR202W	+	YBR201W	sequential	1559	YBR203W	sequential	858
chr2	629122	631897	YBR203W	+	YBR202W	sequential	858	YBR204C	converging	311
chr2	632208	633336	YBR204C	-	YBR203W	converging	311	YBR205W	diverging	240
chr2	633576	634791	YBR205W	+	YBR204C	diverging	240	YBR207W	sequential	309
chr2	635100	636498	YBR207W	+	YBR205W	sequential	309	YBR208C	converging	159
chr2	636657	642165	YBR208C	-	YBR207W	converging	159	YBR210W	diverging	3339
chr2	645504	645933	YBR210W	+	YBR208C	diverging	3339	YBR211C	converging	179
chr2	646112	647087	YBR211C	-	YBR210W	converging	179	YBR212W	diverging	753
chr2	647840	649859	YBR212W	+	YBR211C	diverging	753	YBR213W	sequential	463
chr2	650322	651147	YBR213W	+	YBR212W	sequential	463	YBR214W	sequential	222
chr2	651369	652953	YBR214W	+	YBR213W	sequential	222	YBR215W	sequential	447
chr2	653400	655272	YBR215W	+	YBR214W	sequential	447	YBR216C	converging	258
chr2	655530	657555	YBR216C	-	YBR215W	converging	258	YBR217W	diverging	231
chr2	657786	658347	YBR217W	+	YBR216C	diverging	231	YBR218C	converging	314
chr2	658661	662204	YBR218C	-	YBR217W	converging	314	YBR219C	sequential	249
chr2	662453	663258	YBR219C	-	YBR218C	sequential	249	YBR220C	overlapping	-309
chr2	662949	664632	YBR220C	-	YBR219C	overlapping	-309	YBR221C	sequential	475
chr2	665107	666208	YBR221C	-	YBR220C	sequential	475	YBR221W-A	diverging	284
chr2	666492	666597	YBR221W-A	+	YBR221C	diverging	284	YBR222C	converging	77
chr2	666674	668306	YBR222C	-	YBR221W-A	converging	77	YBR223C	sequential	311
chr2	668617	670252	YBR223C	-	YBR222C	sequential	311	YBR225W	diverging	329
chr2	670581	673284	YBR225W	+	YBR223C	diverging	329	YBR227C	converging	242
chr2	673526	675089	YBR227C	-	YBR225W	converging	242	YBR228W	diverging	178
chr2	675267	676182	YBR228W	+	YBR227C	diverging	178	YBR229C	converging	129
chr2	676311	679176	YBR229C	-	YBR228W	converging	129	YBR230C	sequential	327
chr2	679503	680005	YBR230C	-	YBR229C	sequential	327	YBR231C	sequential	2128
chr2	682133	683045	YBR231C	-	YBR230C	sequential	2128	YBR233W	diverging	337
chr2	683382	684624	YBR233W	+	YBR231C	diverging	337	YBR233W-A	sequential	307
chr2	684931	685216	YBR233W-A	+	YBR233W	sequential	307	YBR234C	converging	176
chr2	685392	686547	YBR234C	-	YBR233W-A	converging	176	YBR235W	diverging	308
chr2	686855	690218	YBR235W	+	YBR234C	diverging	308	YBR236C	converging	119
chr2	690337	691648	YBR236C	-	YBR235W	converging	119	YBR237W	diverging	275
chr2	691923	694473	YBR237W	+	YBR236C	diverging	275	YBR238C	converging	588
chr2	695061	697257	YBR238C	-	YBR237W	converging	588	YBR239C	sequential	1051
chr2	698308	699898	YBR239C	-	YBR238C	sequential	1051	YBR240C	sequential	546
chr2	700444	701797	YBR240C	-	YBR239C	sequential	546	YBR241C	sequential	746
chr2	702543	704010	YBR241C	-	YBR240C	sequential	746	YBR242W	diverging	614
chr2	704624	705341	YBR242W	+	YBR241C	diverging	614	YBR243C	converging	60
chr2	705401	706748	YBR243C	-	YBR242W	converging	60	YBR244W	diverging	734
chr2	707482	707971	YBR244W	+	YBR243C	diverging	734	YBR245C	converging	133
chr2	708104	711494	YBR245C	-	YBR244W	converging	133	YBR246W	diverging	51
chr2	711545	712709	YBR246W	+	YBR245C	diverging	51	YBR247C	converging	249
chr2	712958	714410	YBR247C	-	YBR246W	converging	249	YBR248C	sequential	351
chr2	714761	716420	YBR248C	-	YBR247C	sequential	351	YBR249C	sequential	416
chr2	716836	717949	YBR249C	-	YBR248C	sequential	416	YBR250W	diverging	1038
chr2	718987	720559	YBR250W	+	YBR249C	diverging	1038	YBR251W	sequential	785
chr2	721344	722268	YBR251W	+	YBR250W	sequential	785	YBR252W	sequential	297
chr2	722565	723009	YBR252W	+	YBR251W	sequential	297	YBR253W	sequential	215
chr2	723224	723590	YBR253W	+	YBR252W	sequential	215	YBR254C	converging	100
chr2	723690	724218	YBR254C	-	YBR253W	converging	100	YBR255W	diverging	192
chr2	724410	726495	YBR255W	+	YBR254C	diverging	192	YBR255C-A	converging	77
chr2	726572	727029	YBR255C-A	-	YBR255W	converging	77	YBR256C	sequential	311
chr2	727340	728057	YBR256C	-	YBR255C-A	sequential	311	YBR257W	diverging	782
chr2	728839	729679	YBR257W	+	YBR256C	diverging	782	YBR258C	converging	9
chr2	729688	730117	YBR258C	-	YBR257W	converging	9	YBR259W	diverging	224
chr2	730341	732408	YBR259W	+	YBR258C	diverging	224	YBR260C	converging	185
chr2	732593	734594	YBR260C	-	YBR259W	converging	185	YBR261C	sequential	192
chr2	734786	735485	YBR261C	-	YBR260C	sequential	192	YBR262C	sequential	189
chr2	735674	735995	YBR262C	-	YBR261C	sequential	189	YBR263W	diverging	223
chr2	736218	737691	YBR263W	+	YBR262C	diverging	223	YBR264C	converging	33
chr2	737724	738324	YBR264C	-	YBR263W	converging	33	YBR265W	diverging	212
chr2	738536	739499	YBR265W	+	YBR264C	diverging	212	YBR267W	sequential	296
chr2	739795	740977	YBR267W	+	YBR265W	sequential	296	YBR268W	sequential	276
chr2	741253	741571	YBR268W	+	YBR267W	sequential	276	YBR269C	converging	565
chr2	742136	742529	YBR269C	-	YBR268W	converging	565	YBR270C	sequential	184
chr2	742713	744351	YBR270C	-	YBR269C	sequential	184	YBR271W	diverging	453
chr2	744804	746064	YBR271W	+	YBR270C	diverging	453	YBR272C	converging	249
chr2	746313	747756	YBR272C	-	YBR271W	converging	249	YBR273C	sequential	257
chr2	748013	749324	YBR273C	-	YBR272C	sequential	257	YBR274W	diverging	222
chr2	749546	751130	YBR274W	+	YBR273C	diverging	222	YBR275C	converging	178
chr2	751308	757059	YBR275C	-	YBR274W	converging	178	YBR276C	sequential	514
chr2	757573	759997	YBR276C	-	YBR275C	sequential	514	YBR278W	diverging	250
chr2	760247	760853	YBR278W	+	YBR276C	diverging	250	YBR279W	sequential	357
chr2	761210	762548	YBR279W	+	YBR278W	sequential	357	YBR280C	converging	189
chr2	762737	764651	YBR280C	-	YBR279W	converging	189	YBR281C	sequential	272
chr2	764923	767560	YBR281C	-	YBR280C	sequential	272	YBR282W	diverging	633
chr2	768193	768634	YBR282W	+	YBR281C	diverging	633	YBR283C	converging	262
chr2	768896	770369	YBR283C	-	YBR282W	converging	262	YBR284W	diverging	823
chr2	771192	773586	YBR284W	+	YBR283C	diverging	823	YBR285W	sequential	289
chr2	773875	774310	YBR285W	+	YBR284W	sequential	289	YBR286W	sequential	265
chr2	774575	776267	YBR286W	+	YBR285W	sequential	265	YBR287W	sequential	257
chr2	776524	777808	YBR287W	+	YBR286W	sequential	257	YBR288C	converging	157
chr2	777965	779417	YBR288C	-	YBR287W	converging	157	YBR289W	diverging	203
chr2	779620	782338	YBR289W	+	YBR288C	diverging	203	YBR290W	sequential	206
chr2	782544	783510	YBR290W	+	YBR289W	sequential	206	YBR291C	converging	116
chr2	783626	784526	YBR291C	-	YBR290W	converging	116	YBR293W	diverging	2432
chr2	786958	788383	YBR293W	+	YBR291C	diverging	2432	YBR294W	sequential	804
chr2	789187	791767	YBR294W	+	YBR293W	sequential	804	YBR295W	sequential	1033
chr2	792800	796451	YBR295W	+	YBR294W	sequential	1033	YBR296C	converging	298
chr2	796749	798474	YBR296C	-	YBR295W	converging	298	YBR296C-A	sequential	1600
chr2	800074	800194	YBR296C-A	-	YBR296C	sequential	1600	YBR297W	diverging	280
chr2	800474	801881	YBR297W	+	YBR296C-A	diverging	280	YBR298C	converging	701
chr2	802582	804427	YBR298C	-	YBR297W	converging	701	YBR298C-A	sequential	559
chr2	804986	805208	YBR298C-A	-	YBR298C	sequential	559	YBR299W	diverging	94
chr2	805302	807057	YBR299W	+	YBR298C-A	diverging	94	YBR301W	sequential	1951
chr2	809008	809371	YBR301W	+	YBR299W	sequential	1951	YBR302C	converging	920
chr2	810291	811431	YBR302C	-	YBR301W	converging	920		last	-1
chr3	6478	8326	YCL073C	-		first	6478	YCL069W	diverging	1379
chr3	9705	11082	YCL069W	+	YCL073C	diverging	1379	YCL068C	converging	420
chr3	11502	12285	YCL068C	-	YCL069W	converging	420	YCL067C	sequential	100
chr3	12385	13018	YCL067C	-	YCL068C	sequential	100	YCL066W	diverging	263
chr3	13281	13809	YCL066W	+	YCL067C	diverging	263	YCL064C	converging	1988
chr3	15797	16880	YCL064C	-	YCL066W	converging	1988	YCL063W	diverging	409
chr3	17289	18561	YCL063W	+	YCL064C	diverging	409	YCL061C	converging	254
chr3	18815	22106	YCL061C	-	YCL063W	converging	254	YCL059C	sequential	322
chr3	22428	23379	YCL059C	-	YCL061C	sequential	322	YCL058C	sequential	143
chr3	23522	23981	YCL058C	-	YCL059C	sequential	143	YCL057C-A	sequential	50
chr3	24031	24325	YCL057C-A	-	YCL058C	sequential	50	YCL057W	diverging	442
