space	start	end	width	names	peak	strand	feature	start_position	end_position	insideFeature	distancetoFeature	shortestDistance	fromOverlappingOrNearest
2	166179039	166179567	529	MACS_peak_4429 ENSMUSG00000081123	MACS_peak_4429	-	ENSMUSG00000081123	166325773	166326268	downstream	147229	146206	NearestStart
2	166504521	166504915	395	MACS_peak_4430 ENSMUSG00000065871	MACS_peak_4430	-	ENSMUSG00000065871	166480527	166480642	upstream	-23879	23879	NearestStart
2	166508414	166508674	261	MACS_peak_4431 ENSMUSG00000065871	MACS_peak_4431	-	ENSMUSG00000065871	166480527	166480642	upstream	-27772	27772	NearestStart
2	166517596	166517985	390	MACS_peak_4432 ENSMUSG00000039621	MACS_peak_4432	-	ENSMUSG00000039621	166391845	166539332	inside	21736	21347	NearestStart
2	166539168	166539662	495	MACS_peak_4433 ENSMUSG00000039621	MACS_peak_4433	-	ENSMUSG00000039621	166391845	166539332	overlapStart	164	164	NearestStart
2	166555831	166556144	314	MACS_peak_4434 ENSMUSG00000039621	MACS_peak_4434	-	ENSMUSG00000039621	166391845	166539332	upstream	-16499	16499	NearestStart
2	167198871	167199101	231	MACS_peak_4435 ENSMUSG00000017929	MACS_peak_4435	-	ENSMUSG00000017929	167123944	167174678	upstream	-24193	24193	NearestStart
2	167328682	167329163	482	MACS_peak_4438 ENSMUSG00000047030	MACS_peak_4438	-	ENSMUSG00000047030	167306933	167318345	upstream	-10337	10337	NearestStart
2	168032489	168032957	469	MACS_peak_4446 ENSMUSG00000051149	MACS_peak_4446	-	ENSMUSG00000051149	168006465	168055864	inside	23375	22907	NearestStart
2	168365187	168365443	257	MACS_peak_4447 ENSMUSG00000027544	MACS_peak_4447	-	ENSMUSG00000027544	168301910	168427038	inside	61851	61595	NearestStart
2	168427346	168427651	306	MACS_peak_4448 ENSMUSG00000027544	MACS_peak_4448	-	ENSMUSG00000027544	168301910	168427038	upstream	-308	308	NearestStart
2	168504420	168504816	397	MACS_peak_4449 ENSMUSG00000074574	MACS_peak_4449	-	ENSMUSG00000074574	168456151	168456477	upstream	-47943	47943	NearestStart
2	168559537	168559847	311	MACS_peak_4450 ENSMUSG00000027546	MACS_peak_4450	-	ENSMUSG00000027546	168459938	168567821	inside	8284	7974	NearestStart
2	168777093	168777359	267	MACS_peak_4451 ENSMUSG00000027551	MACS_peak_4451	-	ENSMUSG00000027551	168719012	168780772	inside	3679	3413	NearestStart
2	169123417	169123592	176	MACS_peak_4452 ENSMUSG00000077845	MACS_peak_4452	-	ENSMUSG00000077845	169144385	169144466	downstream	21049	20793	NearestStart
2	169660185	169660413	229	MACS_peak_4453 ENSMUSG00000067581	MACS_peak_4453	-	ENSMUSG00000067581	169787838	169788191	downstream	128006	127425	NearestStart
2	169926707	169926898	192	MACS_peak_4454 ENSMUSG00000052056	MACS_peak_4454	-	ENSMUSG00000052056	169934146	169968178	downstream	41471	7248	NearestStart
2	170231963	170232346	384	MACS_peak_4457 ENSMUSG00000013523	MACS_peak_4457	-	ENSMUSG00000013523	170172644	170253345	inside	21382	20999	NearestStart
2	170295162	170295485	324	MACS_peak_4458 ENSMUSG00000053006	MACS_peak_4458	-	ENSMUSG00000053006	170289028	170289319	upstream	-5843	5843	NearestStart
2	171771827	171772017	191	MACS_peak_4459 ENSMUSG00000067578	MACS_peak_4459	-	ENSMUSG00000067578	171861729	171868869	downstream	97042	89712	NearestStart
2	173083010	173083532	523	MACS_peak_4464 ENSMUSG00000038400	MACS_peak_4464	-	ENSMUSG00000038400	173049966	173102034	inside	19024	18502	NearestStart
2	179272053	179272420	368	MACS_peak_4470 ENSMUSG00000083410	MACS_peak_4470	-	ENSMUSG00000083410	179347327	179348272	downstream	76219	74907	NearestStart
2	179711524	179711817	294	MACS_peak_4471 ENSMUSG00000039117	MACS_peak_4471	-	ENSMUSG00000039117	179646851	179711351	upstream	-173	173	NearestStart
2	179777054	179777342	289	MACS_peak_4472 ENSMUSG00000027566	MACS_peak_4472	-	ENSMUSG00000027566	179771081	179777113	overlapStart	59	59	NearestStart
2	179948970	179949321	352	MACS_peak_4475 ENSMUSG00000015647	MACS_peak_4475	-	ENSMUSG00000015647	179911078	179960564	inside	11594	11243	NearestStart
2	179953458	179953804	347	MACS_peak_4476 ENSMUSG00000015647	MACS_peak_4476	-	ENSMUSG00000015647	179911078	179960564	inside	7106	6760	NearestStart
2	181022737	181022998	262	MACS_peak_4480 ENSMUSG00000038705	MACS_peak_4480	-	ENSMUSG00000038705	180986156	181022671	upstream	-66	66	NearestStart
2	181099910	181100258	349	MACS_peak_4481 ENSMUSG00000038671	MACS_peak_4481	-	ENSMUSG00000038671	181093805	181100056	overlapStart	146	146	NearestStart
2	181119816	181120113	298	MACS_peak_4482 ENSMUSG00000038671	MACS_peak_4482	-	ENSMUSG00000038671	181093805	181100056	upstream	-19760	19760	NearestStart
2	181145891	181146051	161	MACS_peak_4483 ENSMUSG00000038671	MACS_peak_4483	-	ENSMUSG00000038671	181093805	181100056	upstream	-45835	45835	NearestStart
2	181193865	181194173	309	MACS_peak_4484 ENSMUSG00000027583	MACS_peak_4484	-	ENSMUSG00000027583	181125769	181194131	overlapStart	266	42	NearestStart
2	181327445	181327744	300	MACS_peak_4485 ENSMUSG00000000823	MACS_peak_4485	-	ENSMUSG00000000823	181316808	181327166	upstream	-279	279	NearestStart
2	181428553	181428884	332	MACS_peak_4486 ENSMUSG00000002458	MACS_peak_4486	-	ENSMUSG00000002458	181423127	181428652	overlapStart	99	99	NearestStart
3	5860550	5860901	352	MACS_peak_4491 ENSMUSG00000080377	MACS_peak_4491	+	ENSMUSG00000080377	5881041	5881150	upstream	-20491	20140	NearestStart
3	9174244	9174602	359	MACS_peak_4495 ENSMUSG00000056797	MACS_peak_4495	+	ENSMUSG00000056797	9072744	9073147	downstream	101500	101097	NearestStart
3	9251463	9251799	337	MACS_peak_4496 ENSMUSG00000069114	MACS_peak_4496	+	ENSMUSG00000069114	9278251	9283310	upstream	-26788	26452	NearestStart
3	10012921	10013199	279	MACS_peak_4500 ENSMUSG00000027533	MACS_peak_4500	+	ENSMUSG00000027533	10012605	10016333	inside	316	316	NearestStart
3	14533745	14534100	356	MACS_peak_4502 ENSMUSG00000027550	MACS_peak_4502	+	ENSMUSG00000027550	14533788	14572643	overlapStart	-43	43	NearestStart
3	14578562	14578879	318	MACS_peak_4503 ENSMUSG00000027552	MACS_peak_4503	+	ENSMUSG00000027552	14578671	14606308	overlapStart	-109	109	NearestStart
3	14886138	14886460	323	MACS_peak_4504 ENSMUSG00000027562	MACS_peak_4504	+	ENSMUSG00000027562	14886691	14900769	upstream	-553	231	NearestStart
3	16083120	16083373	254	MACS_peak_4505 ENSMUSG00000047213	MACS_peak_4505	+	ENSMUSG00000047213	16083250	16116852	overlapStart	-130	123	NearestStart
3	19466867	19467212	346	MACS_peak_4507 ENSMUSG00000065175	MACS_peak_4507	+	ENSMUSG00000065175	19460253	19460416	downstream	6614	6451	NearestStart
3	21975519	21975921	403	MACS_peak_4512 ENSMUSG00000027630	MACS_peak_4512	+	ENSMUSG00000027630	21975706	22110890	overlapStart	-187	187	NearestStart
3	26750180	26750352	173	MACS_peak_4513 ENSMUSG00000039335	MACS_peak_4513	+	ENSMUSG00000039335	26536553	26882136	inside	213627	131784	NearestStart
3	27081655	27081951	297	MACS_peak_4514 ENSMUSG00000027698	MACS_peak_4514	+	ENSMUSG00000027698	27081922	27183374	overlapStart	-267	29	NearestStart
3	27837984	27838253	270	MACS_peak_4515 ENSMUSG00000027695	MACS_peak_4515	+	ENSMUSG00000027695	27837617	28032161	inside	367	367	NearestStart
3	27862844	27863078	235	MACS_peak_4516 ENSMUSG00000027695	MACS_peak_4516	+	ENSMUSG00000027695	27837617	28032161	inside	25227	25227	NearestStart
3	28161947	28162133	187	MACS_peak_4517 ENSMUSG00000027692	MACS_peak_4517	+	ENSMUSG00000027692	28392605	28569506	upstream	-230658	230472	NearestStart
3	28282542	28282712	171	MACS_peak_4518 ENSMUSG00000027692	MACS_peak_4518	+	ENSMUSG00000027692	28392605	28569506	upstream	-110063	109893	NearestStart
3	30501313	30501836	524	MACS_peak_4520 ENSMUSG00000037730	MACS_peak_4520	+	ENSMUSG00000037730	30501009	30517414	inside	304	304	NearestStart
3	30993508	30994119	612	MACS_peak_4521 ENSMUSG00000027660	MACS_peak_4521	+	ENSMUSG00000027660	30993980	31021499	overlapStart	-472	139	NearestStart
3	31055105	31055385	281	MACS_peak_4522 ENSMUSG00000037625	MACS_peak_4522	+	ENSMUSG00000037625	31048868	31063240	inside	6237	6237	NearestStart
3	31065439	31065859	421	MACS_peak_4523 ENSMUSG00000037625	MACS_peak_4523	+	ENSMUSG00000037625	31048868	31063240	downstream	16571	2199	NearestStart
3	32295856	32296233	378	MACS_peak_4524 ENSMUSG00000027665	MACS_peak_4524	+	ENSMUSG00000027665	32296593	32365029	upstream	-737	360	NearestStart
3	32407970	32408169	200	MACS_peak_4525 ENSMUSG00000027667	MACS_peak_4525	+	ENSMUSG00000027667	32409472	32419732	upstream	-1502	1303	NearestStart
3	32409420	32409847	428	MACS_peak_4526 ENSMUSG00000027667	MACS_peak_4526	+	ENSMUSG00000027667	32409472	32419732	overlapStart	-52	52	NearestStart
3	32607668	32608000	333	MACS_peak_4527 ENSMUSG00000027671	MACS_peak_4527	+	ENSMUSG00000027671	32607650	32625891	inside	18	18	NearestStart
3	33918677	33919051	375	MACS_peak_4529 ENSMUSG00000027680	MACS_peak_4529	+	ENSMUSG00000027680	33919030	33968259	overlapStart	-353	21	NearestStart
3	34342778	34343051	274	MACS_peak_4531 ENSMUSG00000084530	MACS_peak_4531	+	ENSMUSG00000084530	34537386	34537464	upstream	-194608	194335	NearestStart
3	34547647	34548058	412	MACS_peak_4532 ENSMUSG00000074637	MACS_peak_4532	+	ENSMUSG00000074637	34548927	34551383	upstream	-1280	869	NearestStart
3	34548198	34548739	542	MACS_peak_4533 ENSMUSG00000074637	MACS_peak_4533	+	ENSMUSG00000074637	34548927	34551383	upstream	-729	188	NearestStart
3	34558814	34559024	211	MACS_peak_4534 ENSMUSG00000074637	MACS_peak_4534	+	ENSMUSG00000074637	34548927	34551383	downstream	9887	7431	NearestStart
3	34563347	34563684	338	MACS_peak_4535 ENSMUSG00000074637	MACS_peak_4535	+	ENSMUSG00000074637	34548927	34551383	downstream	14420	11964	NearestStart
3	34989571	34989882	312	MACS_peak_4536 ENSMUSG00000074637	MACS_peak_4536	+	ENSMUSG00000074637	34548927	34551383	downstream	440644	438188	NearestStart
3	35124238	35124601	364	MACS_peak_4537 ENSMUSG00000064834	MACS_peak_4537	+	ENSMUSG00000064834	35634295	35634399	upstream	-510057	509694	NearestStart
3	35239873	35240365	493	MACS_peak_4538 ENSMUSG00000064834	MACS_peak_4538	+	ENSMUSG00000064834	35634295	35634399	upstream	-394422	393930	NearestStart
3	35964843	35965151	309	MACS_peak_4539 ENSMUSG00000027710	MACS_peak_4539	+	ENSMUSG00000027710	35964990	35990379	overlapStart	-147	147	NearestStart
3	36450301	36450532	232	MACS_peak_4540 ENSMUSG00000027714	MACS_peak_4540	+	ENSMUSG00000027714	36451549	36464647	upstream	-1248	1017	NearestStart
3	37319007	37319381	375	MACS_peak_4542 ENSMUSG00000027722	MACS_peak_4542	+	ENSMUSG00000027722	37319239	37478017	overlapStart	-232	142	NearestStart
3	37538618	37539010	393	MACS_peak_4543 ENSMUSG00000037211	MACS_peak_4543	+	ENSMUSG00000037211	37538869	37543520	overlapStart	-251	141	NearestStart
3	37556031	37556345	315	MACS_peak_4544 ENSMUSG00000037211	MACS_peak_4544	+	ENSMUSG00000037211	37538869	37543520	downstream	17162	12511	NearestStart
3	41369902	41370229	328	MACS_peak_4552 ENSMUSG00000025764	MACS_peak_4552	+	ENSMUSG00000025764	41359654	41418872	inside	10248	10248	NearestStart
3	51079976	51080185	210	MACS_peak_4555 ENSMUSG00000048792	MACS_peak_4555	+	ENSMUSG00000048792	51080681	51081837	upstream	-705	496	NearestStart
3	51287728	51287996	269	MACS_peak_4560 ENSMUSG00000027739	MACS_peak_4560	+	ENSMUSG00000027739	51287888	51300132	overlapStart	-160	108	NearestStart
3	51505312	51505531	220	MACS_peak_4562 ENSMUSG00000074603	MACS_peak_4562	+	ENSMUSG00000074603	51497693	51499012	downstream	7619	6300	NearestStart
3	52247814	52248148	335	MACS_peak_4571 ENSMUSG00000070490	MACS_peak_4571	+	ENSMUSG00000070490	52416684	52417938	upstream	-168870	168536	NearestStart
3	53267336	53267892	557	MACS_peak_4572 ENSMUSG00000049504	MACS_peak_4572	+	ENSMUSG00000049504	53267588	53285677	overlapStart	-252	252	NearestStart
3	54539477	54539796	320	MACS_peak_4573 ENSMUSG00000036632	MACS_peak_4573	+	ENSMUSG00000036632	54539493	54553358	overlapStart	-16	16	NearestStart
3	55052380	55052678	299	MACS_peak_4574 ENSMUSG00000027797	MACS_peak_4574	+	ENSMUSG00000027797	55046550	55340600	inside	5830	5830	NearestStart
3	58218509	58218772	264	MACS_peak_4579 ENSMUSG00000027806	MACS_peak_4579	+	ENSMUSG00000027806	58219611	58270709	upstream	-1102	839	NearestStart
3	60305103	60305589	487	MACS_peak_4581 ENSMUSG00000027763	MACS_peak_4581	+	ENSMUSG00000027763	60305174	60433670	overlapStart	-71	71	NearestStart
3	61168461	61168815	355	MACS_peak_4583 ENSMUSG00000036894	MACS_peak_4583	+	ENSMUSG00000036894	61168429	61172625	inside	32	32	NearestStart
3	63779916	63780283	368	MACS_peak_4585 ENSMUSG00000027823	MACS_peak_4585	+	ENSMUSG00000027823	63780115	63820670	overlapStart	-199	168	NearestStart
3	65259811	65260174	364	MACS_peak_4586 ENSMUSG00000048916	MACS_peak_4586	+	ENSMUSG00000048916	65197243	65199364	downstream	62568	60447	NearestStart
3	65331784	65332176	393	MACS_peak_4587 ENSMUSG00000034640	MACS_peak_4587	+	ENSMUSG00000034640	65332365	65357786	upstream	-581	189	NearestStart
3	65332298	65332580	283	MACS_peak_4588 ENSMUSG00000034640	MACS_peak_4588	+	ENSMUSG00000034640	65332365	65357786	overlapStart	-67	67	NearestStart
3	68299039	68299341	303	MACS_peak_4592 ENSMUSG00000027777	MACS_peak_4592	+	ENSMUSG00000027777	68298130	68430385	inside	909	909	NearestStart
3	68808763	68809075	313	MACS_peak_4594 ENSMUSG00000034349	MACS_peak_4594	+	ENSMUSG00000034349	68808894	68838543	overlapStart	-131	131	NearestStart
3	69094364	69094674	311	MACS_peak_4596 ENSMUSG00000027784	MACS_peak_4596	+	ENSMUSG00000027784	69120838	69364708	upstream	-26474	26164	NearestStart
3	69121104	69121470	367	MACS_peak_4597 ENSMUSG00000027784	MACS_peak_4597	+	ENSMUSG00000027784	69120838	69364708	inside	266	266	NearestStart
3	69210135	69210638	504	MACS_peak_4598 ENSMUSG00000027784	MACS_peak_4598	+	ENSMUSG00000027784	69120838	69364708	inside	89297	89297	NearestStart
3	69525722	69526017	296	MACS_peak_4599 ENSMUSG00000027787	MACS_peak_4599	+	ENSMUSG00000027787	69526009	69552964	overlapStart	-287	8	NearestStart
3	79091158	79091619	462	MACS_peak_4600 ENSMUSG00000064693	MACS_peak_4600	+	ENSMUSG00000064693	79000296	79000399	downstream	90862	90759	NearestStart
3	79363011	79363238	228	MACS_peak_4601 ENSMUSG00000068957	MACS_peak_4601	+	ENSMUSG00000068957	79372114	79376502	upstream	-9103	8876	NearestStart
3	79371578	79372160	583	MACS_peak_4602 ENSMUSG00000068957	MACS_peak_4602	+	ENSMUSG00000068957	79372114	79376502	overlapStart	-536	46	NearestStart
3	82161888	82162124	237	MACS_peak_4603 ENSMUSG00000033900	MACS_peak_4603	+	ENSMUSG00000033900	82161994	82199190	overlapStart	-106	106	NearestStart
3	84004441	84004786	346	MACS_peak_4607 ENSMUSG00000078175	MACS_peak_4607	+	ENSMUSG00000078175	83978684	83979134	downstream	25757	25307	NearestStart
3	84618354	84618630	277	MACS_peak_4609 ENSMUSG00000028086	MACS_peak_4609	+	ENSMUSG00000028086	84619190	84783120	upstream	-836	560	NearestStart
3	85103924	85104311	388	MACS_peak_4610 ENSMUSG00000080424	MACS_peak_4610	+	ENSMUSG00000080424	85271299	85271420	upstream	-167375	166988	NearestStart
3	85377821	85378173	353	MACS_peak_4611 ENSMUSG00000028085	MACS_peak_4611	+	ENSMUSG00000028085	85378041	85458085	overlapStart	-220	132	NearestStart
3	87709900	87710425	526	MACS_peak_4614 ENSMUSG00000004897	MACS_peak_4614	+	ENSMUSG00000004897	87710466	87719629	upstream	-566	41	NearestStart
3	87764846	87765081	236	MACS_peak_4616 ENSMUSG00000004891	MACS_peak_4616	+	ENSMUSG00000004891	87775015	87784373	upstream	-10169	9934	NearestStart
3	87774738	87775271	534	MACS_peak_4617 ENSMUSG00000004891	MACS_peak_4617	+	ENSMUSG00000004891	87775015	87784373	overlapStart	-277	256	NearestStart
3	87778124	87778562	439	MACS_peak_4618 ENSMUSG00000004891	MACS_peak_4618	+	ENSMUSG00000004891	87775015	87784373	inside	3109	3109	NearestStart
3	87785910	87786296	387	MACS_peak_4619 ENSMUSG00000004891	MACS_peak_4619	+	ENSMUSG00000004891	87775015	87784373	downstream	10895	1537	NearestStart
3	87789408	87789674	267	MACS_peak_4620 ENSMUSG00000004891	MACS_peak_4620	+	ENSMUSG00000004891	87775015	87784373	downstream	14393	5035	NearestStart
3	87981668	87982097	430	MACS_peak_4625 ENSMUSG00000078174	MACS_peak_4625	+	ENSMUSG00000078174	87975678	87975977	downstream	5990	5691	NearestStart
3	88009468	88009797	330	MACS_peak_4626 ENSMUSG00000065504	MACS_peak_4626	+	ENSMUSG00000065504	88019520	88019608	upstream	-10052	9723	NearestStart
3	88010972	88011293	322	MACS_peak_4627 ENSMUSG00000065504	MACS_peak_4627	+	ENSMUSG00000065504	88019520	88019608	upstream	-8548	8227	NearestStart
3	88018146	88018620	475	MACS_peak_4628 ENSMUSG00000065504	MACS_peak_4628	+	ENSMUSG00000065504	88019520	88019608	upstream	-1374	900	NearestStart
3	88023937	88024311	375	MACS_peak_4629 ENSMUSG00000065504	MACS_peak_4629	+	ENSMUSG00000065504	88019520	88019608	downstream	4417	4329	NearestStart
3	88025451	88025932	482	MACS_peak_4630 ENSMUSG00000065504	MACS_peak_4630	+	ENSMUSG00000065504	88019520	88019608	downstream	5931	5843	NearestStart
3	88034695	88035164	470	MACS_peak_4631 ENSMUSG00000065504	MACS_peak_4631	+	ENSMUSG00000065504	88019520	88019608	downstream	15175	15087	NearestStart
3	88036137	88036640	504	MACS_peak_4632 ENSMUSG00000065504	MACS_peak_4632	+	ENSMUSG00000065504	88019520	88019608	downstream	16617	16529	NearestStart
3	88335408	88336060	653	MACS_peak_4636 ENSMUSG00000074480	MACS_peak_4636	+	ENSMUSG00000074480	88339980	88345302	upstream	-4572	3920	NearestStart
3	88425395	88426005	611	MACS_peak_4637 ENSMUSG00000028059	MACS_peak_4637	+	ENSMUSG00000028059	88425047	88451970	inside	348	348	NearestStart
3	89197939	89198213	275	MACS_peak_4643 ENSMUSG00000074466	MACS_peak_4643	+	ENSMUSG00000074466	89198212	89202701	overlapStart	-273	1	NearestStart
3	89240534	89240903	370	MACS_peak_4645 ENSMUSG00000042613	MACS_peak_4645	+	ENSMUSG00000042613	89240649	89252867	overlapStart	-115	115	NearestStart
3	89289137	89289372	236	MACS_peak_4646 ENSMUSG00000027952	MACS_peak_4646	+	ENSMUSG00000027952	89263122	89272928	downstream	26015	16209	NearestStart
3	89518847	89519238	392	MACS_peak_4647 ENSMUSG00000027951	MACS_peak_4647	+	ENSMUSG00000027951	89518982	89557367	overlapStart	-135	135	NearestStart
3	89662750	89663074	325	MACS_peak_4650 ENSMUSG00000046280	MACS_peak_4650	+	ENSMUSG00000046280	89635292	89662758	overlapEnd	27458	8	NearestStart
3	89665025	89665239	215	MACS_peak_4651 ENSMUSG00000046280	MACS_peak_4651	+	ENSMUSG00000046280	89635292	89662758	downstream	29733	2267	NearestStart
3	89883894	89884186	293	MACS_peak_4652 ENSMUSG00000027940	MACS_peak_4652	+	ENSMUSG00000027940	89876571	89904824	inside	7323	7323	NearestStart
3	90096655	90096911	257	MACS_peak_4653 ENSMUSG00000042404	MACS_peak_4653	+	ENSMUSG00000042404	90070455	90084572	downstream	26200	12083	NearestStart
3	90279978	90280352	375	MACS_peak_4656 ENSMUSG00000001016	MACS_peak_4656	+	ENSMUSG00000001016	90280069	90292301	overlapStart	-91	91	NearestStart
3	94113923	94114252	330	MACS_peak_4657 ENSMUSG00000028145	MACS_peak_4657	+	ENSMUSG00000028145	94114054	94136454	overlapStart	-131	131	NearestStart
3	94194973	94195242	270	MACS_peak_4658 ENSMUSG00000044505	MACS_peak_4658	+	ENSMUSG00000044505	94203141	94208423	upstream	-8168	7899	NearestStart
3	94641552	94642007	456	MACS_peak_4659 ENSMUSG00000038902	MACS_peak_4659	+	ENSMUSG00000038902	94641500	94686246	inside	52	52	NearestStart
3	94914829	94915363	535	MACS_peak_4660 ENSMUSG00000008958	MACS_peak_4660	+	ENSMUSG00000008958	94914986	94926856	overlapStart	-157	157	NearestStart
3	94964315	94964708	394	MACS_peak_4661 ENSMUSG00000038777	MACS_peak_4661	+	ENSMUSG00000038777	94964427	94977946	overlapStart	-112	112	NearestStart
3	95086843	95087167	325	MACS_peak_4664 ENSMUSG00000038712	MACS_peak_4664	+	ENSMUSG00000038712	95086858	95100083	overlapStart	-15	15	NearestStart
3	95428892	95429228	337	MACS_peak_4666 ENSMUSG00000038619	MACS_peak_4666	+	ENSMUSG00000038619	95428902	95436024	overlapStart	-10	10	NearestStart
3	95463436	95463657	222	MACS_peak_4667 ENSMUSG00000038612	MACS_peak_4667	+	ENSMUSG00000038612	95462779	95467099	inside	657	657	NearestStart
3	96244654	96244931	278	MACS_peak_4677 ENSMUSG00000065294	MACS_peak_4677	+	ENSMUSG00000065294	96254369	96254534	upstream	-9715	9438	NearestStart
3	96361521	96361939	419	MACS_peak_4678 ENSMUSG00000038393	MACS_peak_4678	+	ENSMUSG00000038393	96361880	96365780	overlapStart	-359	59	NearestStart
3	96439320	96439637	318	MACS_peak_4679 ENSMUSG00000074396	MACS_peak_4679	+	ENSMUSG00000074396	96439353	96449289	overlapStart	-33	33	NearestStart
3	96962545	96962801	257	MACS_peak_4680 ENSMUSG00000028093	MACS_peak_4680	+	ENSMUSG00000028093	96962782	96980437	overlapStart	-237	19	NearestStart
3	97461906	97462247	342	MACS_peak_4683 ENSMUSG00000038205	MACS_peak_4683	+	ENSMUSG00000038205	97462135	97476988	overlapStart	-229	112	NearestStart
3	97817108	97817611	504	MACS_peak_4684 ENSMUSG00000027878	MACS_peak_4684	+	ENSMUSG00000027878	97851650	97951367	upstream	-34542	34039	NearestStart
3	97829934	97830234	301	MACS_peak_4685 ENSMUSG00000027878	MACS_peak_4685	+	ENSMUSG00000027878	97851650	97951367	upstream	-21716	21416	NearestStart
3	98186257	98186475	219	MACS_peak_4687 ENSMUSG00000078633	MACS_peak_4687	+	ENSMUSG00000078633	98186404	98216666	overlapStart	-147	71	NearestStart
3	98221300	98221535	236	MACS_peak_4688 ENSMUSG00000050064	MACS_peak_4688	+	ENSMUSG00000050064	98186471	98235630	inside	34829	14095	NearestStart
3	98945010	98945337	328	MACS_peak_4689 ENSMUSG00000004233	MACS_peak_4689	+	ENSMUSG00000004233	98945013	99039453	overlapStart	-3	3	NearestStart
3	99057314	99057792	479	MACS_peak_4690 ENSMUSG00000027868	MACS_peak_4690	+	ENSMUSG00000027868	99057683	99158183	overlapStart	-369	109	NearestStart
3	99094349	99094539	191	MACS_peak_4691 ENSMUSG00000027868	MACS_peak_4691	+	ENSMUSG00000027868	99057683	99158183	inside	36666	36666	NearestStart
3	101208644	101208889	246	MACS_peak_4692 ENSMUSG00000042035	MACS_peak_4692	+	ENSMUSG00000042035	101181048	101264773	inside	27596	27596	NearestStart
3	102824166	102824567	402	MACS_peak_4697 ENSMUSG00000068823	MACS_peak_4697	+	ENSMUSG00000068823	102824530	102862108	overlapStart	-364	37	NearestStart
3	102824757	102825267	511	MACS_peak_4698 ENSMUSG00000068823	MACS_peak_4698	+	ENSMUSG00000068823	102824530	102862108	inside	227	227	NearestStart
3	102862112	102862425	314	MACS_peak_4699 ENSMUSG00000027852	MACS_peak_4699	+	ENSMUSG00000027852	102862273	102868574	overlapStart	-161	152	NearestStart
3	103718031	103718650	620	MACS_peak_4704 ENSMUSG00000044098	MACS_peak_4704	+	ENSMUSG00000044098	103718043	103770559	overlapStart	-12	12	NearestStart
3	103772340	103772605	266	MACS_peak_4705 ENSMUSG00000058388	MACS_peak_4705	+	ENSMUSG00000058388	103772033	103811411	inside	307	307	NearestStart
3	105513204	105513781	578	MACS_peak_4718 ENSMUSG00000048458	MACS_peak_4718	+	ENSMUSG00000048458	105507595	105522638	inside	5609	5609	NearestStart
3	105696893	105697281	389	MACS_peak_4719 ENSMUSG00000000562	MACS_peak_4719	+	ENSMUSG00000000562	105707341	105711846	upstream	-10448	10060	NearestStart
3	105761897	105762625	729	MACS_peak_4720 ENSMUSG00000000561	MACS_peak_4720	+	ENSMUSG00000000561	105762416	105771106	overlapStart	-519	209	NearestStart
3	106350570	106351027	458	MACS_peak_4721 ENSMUSG00000027900	MACS_peak_4721	+	ENSMUSG00000027900	106350611	106377763	overlapStart	-41	41	NearestStart
3	107653556	107653897	342	MACS_peak_4730 ENSMUSG00000040600	MACS_peak_4730	+	ENSMUSG00000040600	107680147	107695817	upstream	-26591	26250	NearestStart
3	108090926	108091095	170	MACS_peak_4735 ENSMUSG00000068747	MACS_peak_4735	+	ENSMUSG00000068747	108087058	108160161	inside	3868	3868	NearestStart
3	108131348	108131577	230	MACS_peak_4736 ENSMUSG00000078601	MACS_peak_4736	+	ENSMUSG00000078601	108164730	108165298	upstream	-33382	33153	NearestStart
3	108192226	108192531	306	MACS_peak_4737 ENSMUSG00000068744	MACS_peak_4737	+	ENSMUSG00000068744	108186761	108191149	downstream	5465	1077	NearestStart
3	108374407	108374723	317	MACS_peak_4739 ENSMUSG00000048100	MACS_peak_4739	+	ENSMUSG00000048100	108374618	108384981	overlapStart	-211	105	NearestStart
3	108394330	108394640	311	MACS_peak_4740 ENSMUSG00000040389	MACS_peak_4740	+	ENSMUSG00000040389	108394335	108448635	overlapStart	-5	5	NearestStart
3	108925992	108926371	380	MACS_peak_4744 ENSMUSG00000040322	MACS_peak_4744	+	ENSMUSG00000040322	108926070	108971371	overlapStart	-78	78	NearestStart
3	109101897	109102241	345	MACS_peak_4745 ENSMUSG00000033721	MACS_peak_4745	+	ENSMUSG00000033721	109143601	109488612	upstream	-41704	41360	NearestStart
3	109143367	109143680	314	MACS_peak_4746 ENSMUSG00000033721	MACS_peak_4746	+	ENSMUSG00000033721	109143601	109488612	overlapStart	-234	79	NearestStart
3	115710439	115710797	359	MACS_peak_4750 ENSMUSG00000027963	MACS_peak_4750	+	ENSMUSG00000027963	115710395	115731913	inside	44	44	NearestStart
3	121129861	121130367	507	MACS_peak_4758 ENSMUSG00000053931	MACS_peak_4758	+	ENSMUSG00000053931	121129452	121160867	inside	409	409	NearestStart
3	121130551	121130899	349	MACS_peak_4759 ENSMUSG00000053931	MACS_peak_4759	+	ENSMUSG00000053931	121129452	121160867	inside	1099	1099	NearestStart
3	121977059	121977357	299	MACS_peak_4763 ENSMUSG00000039756	MACS_peak_4763	+	ENSMUSG00000039756	121977314	121988181	overlapStart	-255	43	NearestStart
3	122165440	122165770	331	MACS_peak_4765 ENSMUSG00000028121	MACS_peak_4765	+	ENSMUSG00000028121	122122716	122233098	inside	42724	42724	NearestStart
